Text,Entities
London.,"[{'entity': 'LOC', 'start': 0, 'end': 6}]"
Tesla 2023 New York.,"[{'entity': 'ORG', 'start': 0, 'end': 5}, {'entity': 'DATE', 'start': 6, 'end': 10}, {'entity': 'LOC', 'start': 11, 'end': 19}]"
January 2023 Boston Microsoft.,"[{'entity': 'DATE', 'start': 0, 'end': 12}, {'entity': 'LOC', 'start': 13, 'end': 19}, {'entity': 'ORG', 'start': 20, 'end': 29}]"
2022.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
New York Boston Google.,"[{'entity': 'LOC', 'start': 0, 'end': 8}, {'entity': 'LOC', 'start': 9, 'end': 15}, {'entity': 'ORG', 'start': 16, 'end': 22}]"
"John March 15, 2021.","[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'DATE', 'start': 5, 'end': 19}]"
Microsoft Sara 2024.,"[{'entity': 'ORG', 'start': 0, 'end': 9}, {'entity': 'PERSON', 'start': 10, 'end': 14}, {'entity': 'DATE', 'start': 15, 'end': 19}]"
Microsoft Alice.,"[{'entity': 'ORG', 'start': 0, 'end': 9}, {'entity': 'PERSON', 'start': 10, 'end': 15}]"
London Tesla Sara.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'ORG', 'start': 7, 'end': 12}, {'entity': 'PERSON', 'start': 13, 'end': 17}]"
2024 Microsoft Boston.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 14}, {'entity': 'LOC', 'start': 15, 'end': 21}]"
London Tesla January 2023.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'ORG', 'start': 7, 'end': 12}, {'entity': 'DATE', 'start': 13, 'end': 25}]"
New York Paris Michael.,"[{'entity': 'LOC', 'start': 0, 'end': 8}, {'entity': 'LOC', 'start': 9, 'end': 14}, {'entity': 'PERSON', 'start': 15, 'end': 22}]"
Google 2022 New York.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 11}, {'entity': 'LOC', 'start': 12, 'end': 20}]"
Boston Google Microsoft.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'ORG', 'start': 7, 'end': 13}, {'entity': 'ORG', 'start': 14, 'end': 23}]"
2022 Paris Michael.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 10}, {'entity': 'PERSON', 'start': 11, 'end': 18}]"
San Francisco.,"[{'entity': 'LOC', 'start': 0, 'end': 13}]"
Sara New York San Francisco.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 13}, {'entity': 'LOC', 'start': 14, 'end': 27}]"
Boston Paris John.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 12}, {'entity': 'PERSON', 'start': 13, 'end': 17}]"
January 2023 Boston.,"[{'entity': 'DATE', 'start': 0, 'end': 12}, {'entity': 'LOC', 'start': 13, 'end': 19}]"
2023.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
OpenAI.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
"March 15, 2021 Amazon Amazon.","[{'entity': 'DATE', 'start': 0, 'end': 14}, {'entity': 'ORG', 'start': 15, 'end': 21}, {'entity': 'ORG', 'start': 22, 'end': 28}]"
New York 2022 New York.,"[{'entity': 'LOC', 'start': 0, 'end': 8}, {'entity': 'DATE', 'start': 9, 'end': 13}, {'entity': 'LOC', 'start': 14, 'end': 22}]"
John.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
New York.,"[{'entity': 'LOC', 'start': 0, 'end': 8}]"
2022 Google.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 11}]"
OpenAI 2024 New York.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 11}, {'entity': 'LOC', 'start': 12, 'end': 20}]"
New York Tesla.,"[{'entity': 'LOC', 'start': 0, 'end': 8}, {'entity': 'ORG', 'start': 9, 'end': 14}]"
New York Michael OpenAI.,"[{'entity': 'LOC', 'start': 0, 'end': 8}, {'entity': 'PERSON', 'start': 9, 'end': 16}, {'entity': 'ORG', 'start': 17, 'end': 23}]"
Amazon San Francisco 2023.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 20}, {'entity': 'DATE', 'start': 21, 'end': 25}]"
January 2023 Paris.,"[{'entity': 'DATE', 'start': 0, 'end': 12}, {'entity': 'LOC', 'start': 13, 'end': 18}]"
2023 Paris.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 10}]"
Alice Paris 2024.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}, {'entity': 'LOC', 'start': 6, 'end': 11}, {'entity': 'DATE', 'start': 12, 'end': 16}]"
John.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
"March 15, 2021.","[{'entity': 'DATE', 'start': 0, 'end': 14}]"
Microsoft.,"[{'entity': 'ORG', 'start': 0, 'end': 9}]"
David.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}]"
Google Google.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'ORG', 'start': 7, 'end': 13}]"
David.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}]"
New York New York.,"[{'entity': 'LOC', 'start': 0, 'end': 8}, {'entity': 'LOC', 'start': 9, 'end': 17}]"
Microsoft London.,"[{'entity': 'ORG', 'start': 0, 'end': 9}, {'entity': 'LOC', 'start': 10, 'end': 16}]"
San Francisco New York Sara.,"[{'entity': 'LOC', 'start': 0, 'end': 13}, {'entity': 'LOC', 'start': 14, 'end': 22}, {'entity': 'PERSON', 'start': 23, 'end': 27}]"
Microsoft Alice.,"[{'entity': 'ORG', 'start': 0, 'end': 9}, {'entity': 'PERSON', 'start': 10, 'end': 15}]"
2022 Emma.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'PERSON', 'start': 5, 'end': 9}]"
"March 15, 2021 Microsoft.","[{'entity': 'DATE', 'start': 0, 'end': 14}, {'entity': 'ORG', 'start': 15, 'end': 24}]"
2024.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
2022 Tesla.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 10}]"
Paris.,"[{'entity': 'LOC', 'start': 0, 'end': 5}]"
2022 David.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'PERSON', 'start': 5, 'end': 10}]"
"March 15, 2021 San Francisco 2023.","[{'entity': 'DATE', 'start': 0, 'end': 14}, {'entity': 'LOC', 'start': 15, 'end': 28}, {'entity': 'DATE', 'start': 29, 'end': 33}]"
Emma.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
"Emma March 15, 2021.","[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'DATE', 'start': 5, 'end': 19}]"
Amazon.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
New York 2022.,"[{'entity': 'LOC', 'start': 0, 'end': 8}, {'entity': 'DATE', 'start': 9, 'end': 13}]"
Tesla 2024 London.,"[{'entity': 'ORG', 'start': 0, 'end': 5}, {'entity': 'DATE', 'start': 6, 'end': 10}, {'entity': 'LOC', 'start': 11, 'end': 17}]"
2023.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
OpenAI.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
2024 OpenAI.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 11}]"
2024.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
Tesla New York.,"[{'entity': 'ORG', 'start': 0, 'end': 5}, {'entity': 'LOC', 'start': 6, 'end': 14}]"
January 2023 2024.,"[{'entity': 'DATE', 'start': 0, 'end': 12}, {'entity': 'DATE', 'start': 13, 'end': 17}]"
John Emma OpenAI.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'PERSON', 'start': 5, 'end': 9}, {'entity': 'ORG', 'start': 10, 'end': 16}]"
"March 15, 2021.","[{'entity': 'DATE', 'start': 0, 'end': 14}]"
John.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
Microsoft David John.,"[{'entity': 'ORG', 'start': 0, 'end': 9}, {'entity': 'PERSON', 'start': 10, 'end': 15}, {'entity': 'PERSON', 'start': 16, 'end': 20}]"
2023.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
David 2024.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}, {'entity': 'DATE', 'start': 6, 'end': 10}]"
Tesla.,"[{'entity': 'ORG', 'start': 0, 'end': 5}]"
Boston OpenAI Amazon.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'ORG', 'start': 7, 'end': 13}, {'entity': 'ORG', 'start': 14, 'end': 20}]"
2022 London Boston.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 11}, {'entity': 'LOC', 'start': 12, 'end': 18}]"
Emma.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
London John David.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'PERSON', 'start': 7, 'end': 11}, {'entity': 'PERSON', 'start': 12, 'end': 17}]"
"OpenAI Tesla March 15, 2021.","[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'ORG', 'start': 7, 'end': 12}, {'entity': 'DATE', 'start': 13, 'end': 27}]"
Boston 2022.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 11}]"
Tesla.,"[{'entity': 'ORG', 'start': 0, 'end': 5}]"
David London Sara.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}, {'entity': 'LOC', 'start': 6, 'end': 12}, {'entity': 'PERSON', 'start': 13, 'end': 17}]"
2024 David January 2023.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'PERSON', 'start': 5, 'end': 10}, {'entity': 'DATE', 'start': 11, 'end': 23}]"
Sara Paris.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 10}]"
London Paris.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 12}]"
OpenAI.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
Google New York Amazon.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 15}, {'entity': 'ORG', 'start': 16, 'end': 22}]"
Sara.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
2024 OpenAI.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 11}]"
Microsoft.,"[{'entity': 'ORG', 'start': 0, 'end': 9}]"
David Alice 2023.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}, {'entity': 'PERSON', 'start': 6, 'end': 11}, {'entity': 'DATE', 'start': 12, 'end': 16}]"
OpenAI.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
Emma John 2023.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'PERSON', 'start': 5, 'end': 9}, {'entity': 'DATE', 'start': 10, 'end': 14}]"
Boston.,"[{'entity': 'LOC', 'start': 0, 'end': 6}]"
Boston Emma London.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'PERSON', 'start': 7, 'end': 11}, {'entity': 'LOC', 'start': 12, 'end': 18}]"
January 2023 Paris.,"[{'entity': 'DATE', 'start': 0, 'end': 12}, {'entity': 'LOC', 'start': 13, 'end': 18}]"
Sara.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
Paris.,"[{'entity': 'LOC', 'start': 0, 'end': 5}]"
San Francisco.,"[{'entity': 'LOC', 'start': 0, 'end': 13}]"
Microsoft Boston OpenAI.,"[{'entity': 'ORG', 'start': 0, 'end': 9}, {'entity': 'LOC', 'start': 10, 'end': 16}, {'entity': 'ORG', 'start': 17, 'end': 23}]"
John.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
San Francisco.,"[{'entity': 'LOC', 'start': 0, 'end': 13}]"
"March 15, 2021.","[{'entity': 'DATE', 'start': 0, 'end': 14}]"
Boston.,"[{'entity': 'LOC', 'start': 0, 'end': 6}]"
Google New York.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 15}]"
Michael John.,"[{'entity': 'PERSON', 'start': 0, 'end': 7}, {'entity': 'PERSON', 'start': 8, 'end': 12}]"
David.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}]"
Paris.,"[{'entity': 'LOC', 'start': 0, 'end': 5}]"
Sara Emma New York.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'PERSON', 'start': 5, 'end': 9}, {'entity': 'LOC', 'start': 10, 'end': 18}]"
London Amazon.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'ORG', 'start': 7, 'end': 13}]"
Boston.,"[{'entity': 'LOC', 'start': 0, 'end': 6}]"
Sara London.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 11}]"
2023 New York.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 13}]"
2024.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
2023 John.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'PERSON', 'start': 5, 'end': 9}]"
"March 15, 2021.","[{'entity': 'DATE', 'start': 0, 'end': 14}]"
2024.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
"March 15, 2021 Google David.","[{'entity': 'DATE', 'start': 0, 'end': 14}, {'entity': 'ORG', 'start': 15, 'end': 21}, {'entity': 'PERSON', 'start': 22, 'end': 27}]"
Boston.,"[{'entity': 'LOC', 'start': 0, 'end': 6}]"
Alice.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}]"
San Francisco.,"[{'entity': 'LOC', 'start': 0, 'end': 13}]"
OpenAI Microsoft Tesla.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'ORG', 'start': 7, 'end': 16}, {'entity': 'ORG', 'start': 17, 'end': 22}]"
Michael Emma Tesla.,"[{'entity': 'PERSON', 'start': 0, 'end': 7}, {'entity': 'PERSON', 'start': 8, 'end': 12}, {'entity': 'ORG', 'start': 13, 'end': 18}]"
New York January 2023 2024.,"[{'entity': 'LOC', 'start': 0, 'end': 8}, {'entity': 'DATE', 'start': 9, 'end': 21}, {'entity': 'DATE', 'start': 22, 'end': 26}]"
Boston.,"[{'entity': 'LOC', 'start': 0, 'end': 6}]"
"Alice March 15, 2021 Microsoft.","[{'entity': 'PERSON', 'start': 0, 'end': 5}, {'entity': 'DATE', 'start': 6, 'end': 20}, {'entity': 'ORG', 'start': 21, 'end': 30}]"
OpenAI.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
2022.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
Boston.,"[{'entity': 'LOC', 'start': 0, 'end': 6}]"
Michael.,"[{'entity': 'PERSON', 'start': 0, 'end': 7}]"
Emma Google.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 11}]"
David Alice 2023.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}, {'entity': 'PERSON', 'start': 6, 'end': 11}, {'entity': 'DATE', 'start': 12, 'end': 16}]"
Emma.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
"March 15, 2021 San Francisco.","[{'entity': 'DATE', 'start': 0, 'end': 14}, {'entity': 'LOC', 'start': 15, 'end': 28}]"
2024.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
Boston Emma.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'PERSON', 'start': 7, 'end': 11}]"
John.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
Amazon Google.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'ORG', 'start': 7, 'end': 13}]"
"March 15, 2021.","[{'entity': 'DATE', 'start': 0, 'end': 14}]"
OpenAI.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
Boston New York.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 15}]"
London Boston 2023.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 13}, {'entity': 'DATE', 'start': 14, 'end': 18}]"
"March 15, 2021.","[{'entity': 'DATE', 'start': 0, 'end': 14}]"
"March 15, 2021 Alice Microsoft.","[{'entity': 'DATE', 'start': 0, 'end': 14}, {'entity': 'PERSON', 'start': 15, 'end': 20}, {'entity': 'ORG', 'start': 21, 'end': 30}]"
Paris Sara.,"[{'entity': 'LOC', 'start': 0, 'end': 5}, {'entity': 'PERSON', 'start': 6, 'end': 10}]"
2022 Google.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 11}]"
OpenAI.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
John John Emma.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'PERSON', 'start': 5, 'end': 9}, {'entity': 'PERSON', 'start': 10, 'end': 14}]"
David David David.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}, {'entity': 'PERSON', 'start': 6, 'end': 11}, {'entity': 'PERSON', 'start': 12, 'end': 17}]"
OpenAI Michael OpenAI.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'PERSON', 'start': 7, 'end': 14}, {'entity': 'ORG', 'start': 15, 'end': 21}]"
"March 15, 2021 John 2024.","[{'entity': 'DATE', 'start': 0, 'end': 14}, {'entity': 'PERSON', 'start': 15, 'end': 19}, {'entity': 'DATE', 'start': 20, 'end': 24}]"
2024 San Francisco.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 18}]"
"March 15, 2021.","[{'entity': 'DATE', 'start': 0, 'end': 14}]"
Amazon.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
OpenAI Google San Francisco.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'ORG', 'start': 7, 'end': 13}, {'entity': 'LOC', 'start': 14, 'end': 27}]"
Emma.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
San Francisco Microsoft.,"[{'entity': 'LOC', 'start': 0, 'end': 13}, {'entity': 'ORG', 'start': 14, 'end': 23}]"
Boston San Francisco 2022.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 20}, {'entity': 'DATE', 'start': 21, 'end': 25}]"
2024.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
Amazon.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
Paris Tesla.,"[{'entity': 'LOC', 'start': 0, 'end': 5}, {'entity': 'ORG', 'start': 6, 'end': 11}]"
David.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}]"
David 2022 2023.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}, {'entity': 'DATE', 'start': 6, 'end': 10}, {'entity': 'DATE', 'start': 11, 'end': 15}]"
Paris Emma 2024.,"[{'entity': 'LOC', 'start': 0, 'end': 5}, {'entity': 'PERSON', 'start': 6, 'end': 10}, {'entity': 'DATE', 'start': 11, 'end': 15}]"
San Francisco Google Amazon.,"[{'entity': 'LOC', 'start': 0, 'end': 13}, {'entity': 'ORG', 'start': 14, 'end': 20}, {'entity': 'ORG', 'start': 21, 'end': 27}]"
Microsoft Emma Amazon.,"[{'entity': 'ORG', 'start': 0, 'end': 9}, {'entity': 'PERSON', 'start': 10, 'end': 14}, {'entity': 'ORG', 'start': 15, 'end': 21}]"
"London San Francisco March 15, 2021.","[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 20}, {'entity': 'DATE', 'start': 21, 'end': 35}]"
Emma John.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'PERSON', 'start': 5, 'end': 9}]"
Emma.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
Tesla.,"[{'entity': 'ORG', 'start': 0, 'end': 5}]"
"March 15, 2021 Alice.","[{'entity': 'DATE', 'start': 0, 'end': 14}, {'entity': 'PERSON', 'start': 15, 'end': 20}]"
London.,"[{'entity': 'LOC', 'start': 0, 'end': 6}]"
Michael Amazon OpenAI.,"[{'entity': 'PERSON', 'start': 0, 'end': 7}, {'entity': 'ORG', 'start': 8, 'end': 14}, {'entity': 'ORG', 'start': 15, 'end': 21}]"
OpenAI.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
Boston London.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 13}]"
"March 15, 2021 New York.","[{'entity': 'DATE', 'start': 0, 'end': 14}, {'entity': 'LOC', 'start': 15, 'end': 23}]"
January 2023.,"[{'entity': 'DATE', 'start': 0, 'end': 12}]"
Amazon 2024.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 11}]"
Boston John January 2023.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'PERSON', 'start': 7, 'end': 11}, {'entity': 'DATE', 'start': 12, 'end': 24}]"
2022.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
New York Amazon.,"[{'entity': 'LOC', 'start': 0, 'end': 8}, {'entity': 'ORG', 'start': 9, 'end': 15}]"
Boston Emma 2023.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'PERSON', 'start': 7, 'end': 11}, {'entity': 'DATE', 'start': 12, 'end': 16}]"
San Francisco Emma Tesla.,"[{'entity': 'LOC', 'start': 0, 'end': 13}, {'entity': 'PERSON', 'start': 14, 'end': 18}, {'entity': 'ORG', 'start': 19, 'end': 24}]"
2024 OpenAI London.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 11}, {'entity': 'LOC', 'start': 12, 'end': 18}]"
Google Emma.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'PERSON', 'start': 7, 'end': 11}]"
"Alice London March 15, 2021.","[{'entity': 'PERSON', 'start': 0, 'end': 5}, {'entity': 'LOC', 'start': 6, 'end': 12}, {'entity': 'DATE', 'start': 13, 'end': 27}]"
2022 London Tesla.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 11}, {'entity': 'ORG', 'start': 12, 'end': 17}]"
New York.,"[{'entity': 'LOC', 'start': 0, 'end': 8}]"
January 2023 2024.,"[{'entity': 'DATE', 'start': 0, 'end': 12}, {'entity': 'DATE', 'start': 13, 'end': 17}]"
2022.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
London.,"[{'entity': 'LOC', 'start': 0, 'end': 6}]"
London.,"[{'entity': 'LOC', 'start': 0, 'end': 6}]"
Google New York.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 15}]"
Michael 2023.,"[{'entity': 'PERSON', 'start': 0, 'end': 7}, {'entity': 'DATE', 'start': 8, 'end': 12}]"
2024 London.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 11}]"
2024.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
January 2023 Emma January 2023.,"[{'entity': 'DATE', 'start': 0, 'end': 12}, {'entity': 'PERSON', 'start': 13, 'end': 17}, {'entity': 'DATE', 'start': 18, 'end': 30}]"
Tesla.,"[{'entity': 'ORG', 'start': 0, 'end': 5}]"
Paris OpenAI.,"[{'entity': 'LOC', 'start': 0, 'end': 5}, {'entity': 'ORG', 'start': 6, 'end': 12}]"
Alice 2023.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}, {'entity': 'DATE', 'start': 6, 'end': 10}]"
"Boston March 15, 2021 San Francisco.","[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 21}, {'entity': 'LOC', 'start': 22, 'end': 35}]"
"March 15, 2021 New York.","[{'entity': 'DATE', 'start': 0, 'end': 14}, {'entity': 'LOC', 'start': 15, 'end': 23}]"
Emma Amazon.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 11}]"
Amazon OpenAI.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'ORG', 'start': 7, 'end': 13}]"
Boston.,"[{'entity': 'LOC', 'start': 0, 'end': 6}]"
OpenAI.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
January 2023 2023.,"[{'entity': 'DATE', 'start': 0, 'end': 12}, {'entity': 'DATE', 'start': 13, 'end': 17}]"
"March 15, 2021 2022.","[{'entity': 'DATE', 'start': 0, 'end': 14}, {'entity': 'DATE', 'start': 15, 'end': 19}]"
Paris 2024.,"[{'entity': 'LOC', 'start': 0, 'end': 5}, {'entity': 'DATE', 'start': 6, 'end': 10}]"
Michael Google.,"[{'entity': 'PERSON', 'start': 0, 'end': 7}, {'entity': 'ORG', 'start': 8, 'end': 14}]"
"March 15, 2021 OpenAI.","[{'entity': 'DATE', 'start': 0, 'end': 14}, {'entity': 'ORG', 'start': 15, 'end': 21}]"
January 2023 New York Alice.,"[{'entity': 'DATE', 'start': 0, 'end': 12}, {'entity': 'LOC', 'start': 13, 'end': 21}, {'entity': 'PERSON', 'start': 22, 'end': 27}]"
Michael London 2022.,"[{'entity': 'PERSON', 'start': 0, 'end': 7}, {'entity': 'LOC', 'start': 8, 'end': 14}, {'entity': 'DATE', 'start': 15, 'end': 19}]"
Microsoft.,"[{'entity': 'ORG', 'start': 0, 'end': 9}]"
Tesla New York Google.,"[{'entity': 'ORG', 'start': 0, 'end': 5}, {'entity': 'LOC', 'start': 6, 'end': 14}, {'entity': 'ORG', 'start': 15, 'end': 21}]"
"Tesla 2024 March 15, 2021.","[{'entity': 'ORG', 'start': 0, 'end': 5}, {'entity': 'DATE', 'start': 6, 'end': 10}, {'entity': 'DATE', 'start': 11, 'end': 25}]"
Paris David Amazon.,"[{'entity': 'LOC', 'start': 0, 'end': 5}, {'entity': 'PERSON', 'start': 6, 'end': 11}, {'entity': 'ORG', 'start': 12, 'end': 18}]"
Tesla.,"[{'entity': 'ORG', 'start': 0, 'end': 5}]"
Tesla San Francisco.,"[{'entity': 'ORG', 'start': 0, 'end': 5}, {'entity': 'LOC', 'start': 6, 'end': 19}]"
"March 15, 2021.","[{'entity': 'DATE', 'start': 0, 'end': 14}]"
Amazon Amazon Emma.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'ORG', 'start': 7, 'end': 13}, {'entity': 'PERSON', 'start': 14, 'end': 18}]"
"March 15, 2021 John Alice.","[{'entity': 'DATE', 'start': 0, 'end': 14}, {'entity': 'PERSON', 'start': 15, 'end': 19}, {'entity': 'PERSON', 'start': 20, 'end': 25}]"
2024 Tesla.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 10}]"
Sara John.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'PERSON', 'start': 5, 'end': 9}]"
Google Sara.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'PERSON', 'start': 7, 'end': 11}]"
